"seq","sec","x","y"
24745,123.725,-6.993428707122803,-1.9529143571853638
24746,123.73,-6.993329048156738,-1.9506664276123047
24747,123.735,-6.993229866027832,-1.9484187364578247
24748,123.74,-6.993130207061768,-1.9461710453033447
24749,123.745,-6.993030548095703,-1.9439232349395752
24750,123.75,-6.992930889129639,-1.9416755437850952
24751,123.755,-6.992831230163574,-1.9394277334213257
24752,123.76,-6.992731094360352,-1.9371800422668457
24753,123.765,-6.992630958557129,-1.9349322319030762
24754,123.77,-6.992530822753906,-1.9326845407485962
24755,123.775,-6.992431163787842,-1.9304368495941162
24756,123.78,-6.992331027984619,-1.9281890392303467
24757,123.785,-6.9922308921813965,-1.9259413480758667
24758,123.79,-6.992130756378174,-1.9236936569213867
24759,123.795,-6.992030143737793,-1.9214458465576172
24760,123.8,-6.99193000793457,-1.9191980361938477
24761,123.805,-6.9918293952941895,-1.9169502258300781
24762,123.81,-6.991728782653809,-1.9147025346755981
24763,123.815,-6.991628170013428,-1.9124548435211182
24764,123.82,-6.991494655609131,-1.9094641208648682
24765,123.825,-6.991353988647461,-1.9064662456512451
24766,123.83,-6.991207599639893,-1.9034686088562012
24767,123.835,-6.991055011749268,-1.9004713296890259
24768,123.84,-6.990896224975586,-1.8974742889404297
24769,123.845,-6.990731716156006,-1.8944776058197021
24770,123.85,-6.990561008453369,-1.8914812803268433
24771,123.855,-6.990384101867676,-1.888485312461853
24772,123.86,-6.990201473236084,-1.8854897022247314
24773,123.865,-6.9900126457214355,-1.8824944496154785
24774,123.87,-6.989817142486572,-1.8794994354248047
24775,123.875,-6.989616394042969,-1.8765050172805786
24776,123.88,-6.989409446716309,-1.8735110759735107
24777,123.885,-6.989196300506592,-1.870517373085022
24778,123.89,-6.988976955413818,-1.8675241470336914
24779,123.895,-6.988751411437988,-1.864531397819519
24780,123.9,-6.988519668579102,-1.8615390062332153
24781,123.905,-6.988282203674316,-1.8585472106933594
24782,123.91,-6.988038539886475,-1.8555560111999512
24783,123.915,-6.987727165222168,-1.8518261909484863
24784,123.92,-6.9874114990234375,-1.8480892181396484
24785,123.925,-6.987091541290283,-1.8443524837493896
24786,123.93,-6.986767768859863,-1.840616226196289
24787,123.935,-6.9864397048950195,-1.8368802070617676
24788,123.94,-6.986108303070068,-1.8331445455551147
24789,123.945,-6.985772609710693,-1.8294093608856201
24790,123.95,-6.985433101654053,-1.825674295425415
24791,123.955,-6.9850897789001465,-1.8219397068023682
24792,123.96,-6.984742641448975,-1.8182055950164795
24793,123.965,-6.984391689300537,-1.81447172164917
24794,123.97,-6.984036922454834,-1.8107383251190186
24795,123.975,-6.983678340911865,-1.8070051670074463
24796,123.98,-6.9833149909973145,-1.8032724857330322
24797,123.985,-6.982947826385498,-1.7995401620864868
24798,123.99,-6.982577323913574,-1.7958083152770996
24799,123.995,-6.982202529907227,-1.792076587677002
24800,124.0,-6.981823444366455,-1.788345456123352
24801,124.005,-6.981441020965576,-1.7846148014068604
24802,124.01,-6.981054782867432,-1.7808843851089478
24803,124.015,-6.980587005615234,-1.7764161825180054
24804,124.02,-6.980121612548828,-1.7719402313232422
24805,124.025,-6.979658603668213,-1.7674639225006104
24806,124.03,-6.979198455810547,-1.7629876136779785
24807,124.035,-6.97874116897583,-1.758510708808899
24808,124.04,-6.978286266326904,-1.7540335655212402
24809,124.045,-6.977834224700928,-1.749556303024292
24810,124.05,-6.9773850440979,-1.7450785636901855
24811,124.055,-6.976938724517822,-1.7406005859375
24812,124.06,-6.976495265960693,-1.736122488975525
24813,124.065,-6.976054668426514,-1.7316440343856812
24814,124.07,-6.975616455078125,-1.7271652221679688
24815,124.075,-6.9751811027526855,-1.7226862907409668
24816,124.08,-6.974748134613037,-1.7182070016860962
24817,124.085,-6.974318504333496,-1.7137274742126465
24818,124.09,-6.973891258239746,-1.7092477083206177
24819,124.095,-6.973466873168945,-1.7047675848007202
24820,124.1,-6.973045349121094,-1.7002873420715332
24821,124.105,-6.972626209259033,-1.6958067417144775
24822,124.11,-6.97221040725708,-1.6913259029388428
24823,124.115,-6.971728324890137,-1.6861050128936768
24824,124.12,-6.971253871917725,-1.6808758974075317
24825,124.125,-6.970787048339844,-1.6756460666656494
24826,124.13,-6.970328330993652,-1.6704154014587402
24827,124.135,-6.969876766204834,-1.6651842594146729
24828,124.14,-6.969433784484863,-1.6599522829055786
24829,124.145,-6.968997955322266,-1.6547198295593262
24830,124.15,-6.968570232391357,-1.6494865417480469
24831,124.155,-6.9681501388549805,-1.6442527770996094
24832,124.16,-6.967737674713135,-1.6390184164047241
24833,124.165,-6.9673333168029785,-1.6337833404541016
24834,124.17,-6.9669365882873535,-1.6285476684570312
24835,124.175,-6.966547966003418,-1.6233112812042236
24836,124.18,-6.966166973114014,-1.618074655532837
24837,124.185,-6.965793609619141,-1.6128371953964233
24838,124.19,-6.965427875518799,-1.6075992584228516
24839,124.195,-6.965070724487305,-1.6023608446121216
24840,124.2,-6.964720726013184,-1.5971218347549438
24841,124.205,-6.964378356933594,-1.591882348060608
24842,124.21,-6.964044094085693,-1.5866422653198242
24843,124.215,-6.963671684265137,-1.5806612968444824
24844,124.22,-6.9632954597473145,-1.5746731758117676
24845,124.225,-6.962916374206543,-1.5686850547790527
24846,124.23,-6.962534427642822,-1.562697172164917
24847,124.235,-6.962149620056152,-1.5567094087600708
24848,124.24,-6.961760997772217,-1.5507218837738037
24849,124.245,-6.96136999130249,-1.5447345972061157
24850,124.25,-6.960975646972656,-1.5387474298477173
24851,124.255,-6.960577964782715,-1.5327606201171875
24852,124.26,-6.960177898406982,-1.5267738103866577
24853,124.265,-6.959774494171143,-1.520787239074707
24854,124.27,-6.959367752075195,-1.514801025390625
24855,124.275,-6.958958148956299,-1.5088149309158325
